,band_gap,min_p_mass,ave_p_mass,p_mass_xx,p_mass_yy,p_mass_zz,p_mass_xy,p_mass_yz,p_mass_zx,min_n_mass,ave_n_mass,n_mass_xx,n_mass_yy,n_mass_zz,n_mass_xy,n_mass_yz,n_mass_zx
NbVO5,3.1799,1.2907984171193316,6.6897641457456105,15.065278173957823,1.2907984171193312,3.713215846159676,1.0696843019380635e-18,1.5338744747338245e-18,1.0699271064316335e-18,0.6211171283171257,0.7088014818605847,0.7409323064408692,0.7643550108237593,0.6211171283171258,1.0540488422320665e-18,-2.0418847031685756e-18,5.145653469687385e-19
Pb3O4,2.1612,1.3919685646424944,1.4605884867500845,1.4948984478038794,1.4948984478038794,1.3919685646424944,-2.3525333096434916e-19,-6.347476294742508e-20,3.5774312720657333e-20,0.3943629418331611,0.45643155505092964,0.4874658616598139,0.4874658616598139,0.3943629418331611,0.0,0.0,0.0
PbWO4,3.6692,0.3450969488754431,1.0490148927652982,0.6784140411147285,1.7117315709404597,0.7568990662407065,1.0326156344128264e-17,-1.1313111645251818e-17,-0.37048709064982344,1.363828804895366,4.218987535884938,6.4667479911388925,4.818279673739952,1.3719349427759695,-5.825611580277048e-17,2.7315594177296442e-17,-0.20338379118618935
Rb2Al2Sb2O7,5.7768999999999995,2.3003091139748086,5.451962707571707,7.027789503390546,7.027789505349767,2.3003091139748086,7.134681209541751e-09,-2.1723097087367795e-17,-4.478225473083414e-17,0.7617173627583578,0.9601997299068065,0.7617173634327393,0.7617173636450919,1.3571644626425883,7.733029658021519e-10,3.7662896090117715e-17,2.6722907816459952e-17
Rb2Be2O3,5.697900000000001,0.8740431379214821,14.877487700516404,41.00180601319528,0.874043137921482,2.7566139504324556,1.3672967342428272e-17,-4.603035976994177e-19,-4.319441108521055e-19,0.43592312980026515,0.47755642544875254,0.545881217398739,0.45086492914725357,0.43592312980026515,1.9078509433994216e-19,0.0,0.0
Rb2Cd2O3,2.1318,1.029039709171514,2.3592784175763897,1.194900915556449,2.0622654191841283,3.8206689179885926,7.388861597659139e-19,-1.4168729920969207e-18,-0.6804579254838775,0.2188938408966875,0.2365645208988236,0.2248798519142819,0.24207110258229927,0.24274260819988955,8.403522279061364e-24,4.464908190572375e-25,0.011948179101143883
Rb2CdO2,3.5465999999999998,4.235942061370226,10.490799473313727,19.237611763807497,7.99884459476346,4.235942061370226,1.3323455059043692e-18,-6.34308735115522e-19,-6.091821328295041e-19,0.2800889808423823,0.39375295068209026,0.5635461204174977,0.3376237507863907,0.2800889808423823,-1.0663291348396534e-21,0.0,0.0
Rb2CeO3,4.7524999999999995,1.9832273255487234,3.6842238525500015,2.123016513172418,3.5680974036220943,5.361557640855492,-2.4262915021152862e-17,8.788358167854528e-17,0.6872074288751794,80.05876630916121,172.60762360298176,87.41023103680723,80.05876630916121,350.3538734629769,-2.711673841034844e-16,-3.410495479605833e-16,-1.7994599462686753
Rb2CrO4,5.9902999999999995,5.755877456706504,10.806980349957447,5.755877456706504,11.937581701068043,14.727481892097792,2.1109745653177788e-18,-3.2326590522322487e-18,8.683486141177106e-19,4.286224453326962,9.555802001786958,4.286224453326962,15.129835641581392,9.251345910452523,7.250576050101627e-18,2.183741141539879e-18,-2.0595889786217364e-19
Rb2Hf2O5,4.1733,1.1049275442534956,579.6995300109159,1.1049275442535291,1.1049275442535293,1736.8887349442405,2.7901710505263633e-18,-1.1252556531052419e-16,-2.1690504415211814e-17,0.49283153799885004,0.7240667829887522,0.8396844054837033,0.8396844054837033,0.49283153799885,2.099427479357556e-18,-2.278245087848072e-21,-1.074913172414664e-18
Rb2HgO2,4.7765,2.3822093583996264,3.6336081528970006,2.3824073184086045,2.382407318408604,6.136009821873794,0.00019796000897803615,-0.00010952752147894834,-0.00010952752147895325,0.8537173139124373,1.2106719920636664,0.8544703687969772,0.8544703687969772,1.9230752385970444,0.0007530548845400912,-0.0002824764313723023,-0.0002824764313721963
Rb2Li2GeO4,6.8194,2.7468813586843996,15.432503718912876,4.322202401878166,27.736515114080515,14.238793640779948,0.024118666960926047,14.915407607368925,2.0340855671202562,0.41354638585060344,0.45077169725826655,0.42031273595134605,0.418233550951454,0.5137688048719997,-0.005570404508461624,-0.007363049666529843,0.012351600087183407
Rb2Li2SiO4,7.5932,2.4149466375149324,26.638939074689137,4.811721099391402,55.96009098672399,19.14500513795203,-0.03423630042630829,28.38653770957255,1.9891667460974256,0.4190989430723825,0.47613966429887844,0.47316504223003536,0.4241469992326417,0.5311069514339584,-0.015063418788107292,-0.015014790149485577,0.020025118604783242
Rb2Li3GaO4,6.7627999999999995,2.6546614982522976,3.1825441946322193,2.6546626130557995,3.6455626890482766,3.247407281792582,0.0008426964307435817,0.0033352303957566313,-0.00048295635235961484,0.35088119294738995,0.3951668613482429,0.4420999406835999,0.3924782283624449,0.35092241499868404,-0.00011617418684718031,-0.001226964788507136,0.0006808595070911632
Rb2MgO2,5.3235,1.3250065380658946,2.4566510065661196,3.3802981949868642,1.3250110381950868,2.664643786516408,0.0015250895605617486,-0.0021229114707202045,0.0018288737722446423,0.3456908720509864,0.3642003418250863,0.3703116546399845,0.3764650735141771,0.3458242973210973,-0.0017278953980674882,-0.0012824910281820775,0.0014724988794512501
Rb2O,3.7296,3.7850757870638043,3.7850757870638048,3.7850757870638043,3.7850757870638043,3.7850757870638043,-1.44525053181655e-16,-1.0576349026797651e-16,-1.7061286051089188e-17,0.36843732044365785,0.3684373204436581,0.3684373204436581,0.368437320443658,0.36843732044365823,-2.8047145714478856e-17,1.0210161991985526e-17,-2.0297209993807456e-17
Rb2Pb2O3,2.8664,0.3592657968653802,0.35926579686538035,0.3592657968653804,0.3592657968653804,0.3592657968653804,2.5984385730649585e-17,1.7151407217333272e-17,7.789466697112383e-18,0.6411427650898995,0.6411427650898998,0.6411427650898995,0.6411427650898999,0.6411427650898999,-1.0426011439263631e-16,6.189694341039627e-17,8.937559213743988e-17
Rb2PbO2,3.4851,1.440578412969654,5.677516388969102,5.704885440941516,2.103438553968413,9.224225171997375,1.6505390925659136,-0.41251416291904297,-2.1052803868400303,0.43208047972306485,0.9177007677541451,1.1757334993640944,0.759024987639925,0.8183438162584159,-0.11261103857488432,0.33965583579371555,0.03645097657823025
Rb2PbO3,3.5368,0.910586543875907,71.04234301617099,0.910586543875907,31.09139291650217,181.12504958813489,4.199079748175872e-17,7.83641889448895e-18,3.570731431646375e-17,0.33467984303354203,0.5262174577308159,0.33467984303354203,0.6533353129801058,0.5906372171787998,-9.600949531138069e-19,1.5200071602492626e-21,-1.4858236536539646e-18
Rb2Si3SnO9,7.6941,2.003382797563967,3.052152425655606,3.576537240294784,3.5765372391080663,2.003382797563967,-2.9495079850540803e-09,8.857886136775879e-22,-6.658035540471961e-21,0.48628450804427414,0.5022754277773451,0.48628450853401534,0.48628450837266257,0.5342572664253575,-4.010303409986451e-10,0.0,0.0
Rb2Sn2O3,2.0494000000000003,0.2329545229579233,0.2620428150686391,0.23295452393486343,0.23295452295792332,0.32021939831313034,-8.390568749451545e-18,4.6971448534062806e-18,5.694333268629331e-17,0.4412041238807621,0.4876284235073361,0.44120412573103734,0.44120412388076224,0.5804770209102087,1.0548835848236953e-17,5.4848976936386727e-17,-1.7266511544928312e-17
Rb2SnO2,3.8555,1.5801692621429642,1.657093330500084,1.7204685217888753,1.670642207568412,1.5801692621429642,4.1126584247458165e-18,-1.490768847852119e-23,-8.881866061797954e-24,0.9530651662691477,2.7996057068937827,0.9530651662691477,1.2869671973174246,6.158784757094776,-3.7746189059939465e-18,-2.3579375336547933e-19,3.771170743333252e-19
Rb2SnO3,5.1601,2.776872335307681,13.615720277307025,34.59128288950488,3.4790056071085096,2.7768723353076807,9.969297198907695e-17,-4.2043414817675e-18,-2.3773783094619335e-17,0.2985335723025794,0.3993446394302939,0.4337255200463179,0.4657748259419844,0.2985335723025794,4.043739008588769e-17,1.0937981418157285e-18,2.2267076030032205e-18
Rb2Ti(SiO3)3,6.0634999999999994,3.0042353889305584,6.119368399622782,7.676934909937384,7.6769349000004015,3.0042353889305584,7.744370206683488e-17,-1.3119939059233496e-22,6.79092789667683e-19,1.622246756682271,37.11258339258742,54.857751746043775,54.85775167503619,1.622246756682271,4.880677754662917e-16,-9.302982149003101e-20,-2.4228676363779414e-18
Rb2W2O7,4.1155,0.9446228759432884,628.1772136270321,0.945397279669235,1865.639427378065,17.94681622336208,3.427155915688585e-16,-1.7225471298983417e-15,-0.11474563990656793,0.9357634590558485,423.7047453482672,0.9684988549244473,1268.9910969598423,1.1546402300347534,1.833604013286324e-16,2.7008398572858145e-16,0.0846464278303291
Rb2Zn3O4,4.1502,2.079266982555115,2.4770541156531203,3.0383802505037387,2.079266982555115,2.3135151139005075,-8.280011154145844e-17,-4.2816106778723425e-17,-0.09021751896680373,0.288977518052174,0.299473374631228,0.3115991062217635,0.2969970785072094,0.28982393916471094,3.898143438828892e-17,-1.1582081932645893e-17,-0.00437577305465609
Rb2ZrO3,6.476999999999999,1.2248008943360345,21.918988228484974,62.601974566531986,1.9301892245869023,1.2248008943360342,1.640355277460437e-17,-8.369281248720165e-19,7.069459883186867e-17,0.4238251307217836,0.5117480999705771,0.5608506417231693,0.5505685274667784,0.4238251307217836,-3.3026579337706296e-17,-1.799125422660952e-17,-1.324415713549321e-17
Rb3AlO3,5.8621,3.433370725622493,5.801671411728111,3.5794605570167777,9.892097955393142,3.93345572277441,1.5079534350684726e-16,-1.2384635658970755e-17,-0.27029120022067754,0.3519960269131206,0.38248477279869303,0.39466420683131115,0.3872387108562152,0.3655514007085527,-3.045994252381874e-17,-4.0931957153660935e-17,-0.024049597251551275
Rb3BiO3,5.4279,12.330987612867437,12.330987612867439,12.330987612867437,12.330987612867437,12.33098761286744,-4.692361531666967e-17,5.997728729103561e-18,8.99329344454473e-19,1.637297720587438,1.6372977205874382,1.6372977205874384,1.637297720587438,1.637297720587438,3.2650412190485076e-18,4.904517344014277e-19,-3.4754006729206424e-19
Rb3CuO2,4.3256,14.335127798144372,22.39978663640045,22.17469492077254,14.335127798144375,30.689537190284433,-8.763287608675539e-18,-1.0767020653333749e-17,7.975733595930742,0.6110913282438334,0.7783276611105822,0.6517259302280342,0.7762500475551884,0.9070070055485236,5.047019889833255e-19,-8.491844010146006e-20,-0.10965589709706122
Rb3GaO3,5.5169,9.109030869997165,21.352926644150944,9.850179174471943,38.0364692827496,16.17213147523129,2.8306458743715216e-16,3.979379259923155e-17,-2.2879696322075724,0.33354250606364366,0.36772423236818175,0.3890642130535894,0.35988958476346555,0.35421889928749023,-3.424789305694906e-17,2.4346915580265052e-17,-0.033881981143128466
Rb3InO3,4.6528,18.82501093925817,26.35375581089772,19.174839280766577,27.097864529745685,32.788563622180895,3.0367228493420865e-17,-1.7837004875990663e-17,-2.210168879663302,0.3669188968113137,0.4208751282305892,0.4002782047065936,0.3669188968113137,0.49542828317386023,0.0,0.0,-0.011214822929215931
Rb3SbO3,5.523199999999999,6.752340227921255,6.752340227921255,6.752340227921255,6.752340227921255,6.752340227921255,-1.164182037023501e-17,5.287581855131596e-18,2.1670912120946968e-18,1.9359955460964045,1.9359955460964047,1.9359955460964045,1.9359955460964045,1.9359955460964053,6.304926698394773e-19,-1.1465133813432055e-19,-5.608479694812936e-19
Rb3TlO3,3.8530999999999995,7.848247072246368,33.04689341405003,33.979373892397724,7.8482470722463695,57.31305927750599,2.5860931088777635e-17,-5.197150412022691e-18,0.9477872157635392,0.4206679582221245,0.4791366337248184,0.4788819641542808,0.4206679582221245,0.5378599787980499,1.407126957829708e-22,-4.145822776513696e-21,-0.018255417959300482
Rb4SnO3,3.3994,1.900161952902638,6.045974250291091,9.908660871035075,1.9001619529026383,6.32909992693556,7.950053744699611e-17,-5.4992582864578315e-17,-5.037336518794496,0.9364915620599433,40.597420692764906,1.5981004295822014,119.15518632152528,1.0389753271872266,-1.392078369030811e-15,-3.9625959243253373e-16,-0.2603923343443101
Rb4SnO4,5.274900000000001,3.628099959140796,7.61237896220868,7.491074226258236,6.326733807235425,9.019328853132377,-3.190473359629563,2.498425344675478,-3.4830939694304397,0.39011002634744946,0.44465940320057507,0.3991290066816669,0.4097044898317865,0.5251447130882718,0.013161209201008389,-0.0004897654742486787,0.004585302131743252
Rb5Au3O2,2.551,2.0240449101318396,7.873226297093254,7.263089150606269,14.332544830541654,2.024044910131839,-8.32866357192047e-19,9.924782336568897e-19,-4.386318952324742e-19,0.3429586575181599,0.7778219396176037,1.3027952543860328,0.6877119069486184,0.3429586575181599,-6.735021073720977e-19,1.2918113883505738e-20,3.443249300509995e-21
Rb6CdO4,3.6271,7.3721710051420875,26.695718905050068,36.35749287849933,36.357492831508786,7.3721710051420875,-1.0954070469729247e-15,-1.947119521776652e-18,-1.8120644133951075e-18,0.38718813972657207,0.395078927027716,0.3990243209361491,0.39902432042042707,0.38718813972657207,-7.150980119660703e-18,-2.3277092386339796e-20,-6.198633458958835e-20
Rb6Si2O7,6.728800000000001,2.667633228809577,5.842102869953255,7.905560326688938,3.183927679446607,6.436820603724221,5.010373247611356e-19,-1.1408648472538357e-18,4.443279046835814,0.3945665054116107,0.5201298727998093,0.39493976541924936,0.6194260526807187,0.5460238002994597,4.2231081410098177e-22,-8.03992813595623e-24,-0.007518839740729232
RbAgO,3.7159,1.4530554420601502,91.77756515565171,136.9398199948348,136.9398199948348,1.453055477285529,0.03550705519596666,-0.0015449633359539406,-0.0015449633359539835,0.40648798544747133,2.6564881996512035,0.4073605797844375,0.4073605797844375,7.154743439384736,-0.0008725510508228712,-0.0003821687800886663,-0.0003821687800887756
RbAgO2,3.5614999999999997,1.0890892779944132,9.882039813153634,17.41383616142549,11.143194000040998,1.089089277994413,4.8604439844786427e-17,-8.553575218277109e-19,1.3899074839176023e-18,0.6700223826603715,2.6882695281905202,4.381820289497652,3.012965912413537,0.6700223826603716,-1.1276939098041869e-16,3.2305930589641745e-19,-7.505992810617196e-19
RbAlSiO4,8.4881,1.7254603594661073,7.016089558043624,1.7254603594661073,3.5269586453788055,15.795849669285959,-1.4902142433858582e-17,1.9449625073084832e-17,-9.587492954216645e-18,0.40544556923994335,0.5670374647635844,0.6677432823707101,0.6279235426800994,0.40544556923994346,-3.661696478903872e-18,-2.6656011203109385e-17,-1.7575791191739165e-17
RbAsO2,6.3369,2.489003093586234,4.16361048971196,2.489003093586234,5.699375106303414,4.302453269246232,1.863624836282758e-18,9.068192396652484e-19,-4.0613752917372635e-19,1.5805472800733056,13.545193420498029,37.432910260915605,1.5805472800733056,1.6221227205051765,1.2564490283240003e-17,1.670413102181614e-19,2.7972200223032936e-18
RbAuO,3.4571000000000005,2.3559197222560226,18.469596416667596,26.52643472604834,26.52643472604834,2.355919797906104,0.005100536486052923,0.000956265465354907,0.0009562654653549221,0.30088640625638396,1.331865394686017,0.3013554399786703,0.3013554399786703,3.392885304100711,0.00046903372228634585,0.002351390279778974,0.0023513902797789106
RbAuO2,4.4036,0.815996968587714,9.640012555411653,14.087651072172793,14.01638962547445,0.815996968587714,-8.858744469377336e-18,9.359096845473824e-19,-1.999278311927916e-20,0.741483255092744,2.1524762135351287,3.364935656213247,2.3510097292993946,0.7414832550927439,-3.20633095632609e-17,-1.5887647730465893e-18,-3.45897896764264e-19
RbBO2,7.9596,7.3871903114166955,11.193342711604432,7.387190314950841,7.387190311416697,18.80564750844576,-2.3907035678584594e-16,3.204333510945668e-18,-8.12810111701786e-18,0.3515491672994763,0.5377868455434233,0.6309056848163139,0.6309056845144793,0.3515491672994763,7.899200618901211e-17,-9.722994003194872e-17,6.436421790023321e-17
RbBa4Sb3O,1.5108000000000001,0.6840739917717039,1.2611712810454898,0.684366842665726,0.684366842665726,2.4147801578050174,0.0002928508940224126,-0.00011316936818738459,-0.0001131693681874547,0.3987420901126719,1.6698577437230455,0.39894331266864447,0.39894331266864447,4.211686605831848,0.0002012225559725691,-0.0007264596209358086,-0.0007264596209357687
RbBiO2,3.6181,0.7617064167618328,2.5329211314261584,1.9409940975827435,1.8738547830675907,3.783914513628141,2.4891986400872233e-17,-3.648433029810892e-17,1.8878699048164436,0.5442879797492894,1.0799769166144664,0.5488881013880463,0.552529406790723,2.1385132416646297,2.0937747483365997e-18,-2.82764887869139e-17,0.08563661672666309
RbCuO,3.8571,1.8904168089617084,52.80676472888382,78.26493868813846,78.26493868813847,1.8904168103745291,-0.04929571140381298,0.00023220020198069923,0.00023220020198064473,0.3847130149248171,1.0451068496783957,0.3854217426190226,0.3854217426190226,2.364477063797142,0.0007087276942056807,-0.00021862203132824953,-0.0002186220313281754
RbLa(MoO4)2,5.8047,2.0247768897892096,2.3125521954097707,2.456439848220051,2.456439848220051,2.0247768897892096,-8.870264284069812e-18,4.639696506344857e-18,-4.056527711391358e-18,4.062690359617178,4.219190084069971,4.0626903596171795,4.0626903596171795,4.532189532975552,3.462198042070144e-17,9.849001763913268e-18,1.043168950145111e-17
RbLaO2,5.665100000000001,1.7701073338896567,2.1405120825176556,1.7701073444083593,1.7701073338896565,2.8813215692549505,-6.927533259015522e-17,-9.122287633610272e-10,9.889779322747264e-17,0.594249263526184,0.6135843106612322,0.6232518360805651,0.6232518323769476,0.5942492635261841,7.89384274652757e-17,-3.2119419883979606e-10,-3.0436892150711416e-17
RbLiCrO4,5.8198,1.6985603005520946,4.867635379294176,6.452172914124229,6.452172923206205,1.6985603005520946,-6.937522052794358e-09,-1.16188205387212e-16,-1.0999828561356973e-16,3.301706778154303,30.451381214802623,44.026218402141474,44.02621846411209,3.301706778154303,-4.733798566935735e-08,-3.7673355512312837e-19,-4.0987537521051556e-17
RbLiZn2O3,4.7462,2.675122026364325,3.2722729324658615,2.6751220263643267,2.6751220263643267,4.46657474466893,5.272528331542284e-19,5.384770205652972e-19,-3.5142335168416445e-19,0.3646250971162231,0.4395716776230813,0.47704496787651035,0.47704496787651035,0.3646250971162231,-1.452723909120068e-17,-2.1736671158031653e-21,6.619372181309205e-38
RbMgBO3,8.3158,4.364306586951742,4.364306586951744,4.364306586951744,4.364306586951744,4.364306586951745,-8.806638640202481e-19,-1.0987977949875308e-18,2.3828447773934835e-19,0.42881362741267587,0.4288136274126762,0.42881362741267587,0.4288136274126764,0.42881362741267626,9.089064431337554e-20,2.1996168845100045e-24,4.6622724441379066e-43
RbNa2AuO2,4.418,10.60364183816798,12.530313242834092,10.60364183816798,14.709540597480986,12.277757292853309,2.5728452321104972e-18,5.615491069202675e-19,-7.195754213037721e-19,0.22743082607994228,6.836353630151371,0.6889903665159023,19.592639697858267,0.22743082607994228,1.243575315921499e-18,-6.30488908094673e-21,2.026920469076762e-21
RbNa2BO3,7.011,1.4342852123627572,4.909578536506815,1.4342852123627572,10.976207888189542,2.3182425089681455,5.458087983048587e-18,4.876069273642712e-21,1.2887557226827789e-20,0.3169873301051975,0.40083554324846654,0.45533495026631554,0.3169873301051975,0.43018434937388667,-2.8365024368839163e-18,0.0,0.0
RbNaCd3O4,1.7967,0.9943234476504896,7.320821494042046,13.474765565978926,0.9943234476504895,7.493375468496721,-2.689817925001883e-16,3.2741199729784815e-17,-1.5347134041700163,0.2464891353891959,0.2793632832088689,0.3226159877840514,0.24648913538919587,0.26898472645335936,-1.051045699917902e-17,-1.9464681914459435e-18,-0.029662768496130185
RbNaTiO3,6.1173,0.8720922320656106,11.631582260508614,20.979035027574003,12.957063197792976,0.9586485561588597,4.679981298265988e-16,-1.9852402358762187e-17,1.3192357852682932,1.0554526480027473,3.654105418872248,2.38080384038581,7.5159524754228695,1.0655599408080632,-1.3090990258133677e-16,-1.5295481566924786e-17,-0.11573984867490361
RbNb(GeO3)3,5.9413,1.311527587883683,9.229868893802049,13.189039553255807,13.189039540266657,1.311527587883683,1.0705863674364265e-08,-6.187864409141474e-18,1.1109397646292327e-17,0.5930071298288918,1.7313527672914264,2.3005255871555232,2.3005255848898645,0.5930071298288918,1.867392364953257e-09,-1.5559255537996952e-17,-8.107069305750451e-18
RbSbMoO6,4.1071,2.2989829665190062,3.094383289291782,2.299013474133506,2.3878615160883636,4.596274877653476,-0.0015752417206636754,0.0003419357695551193,-0.002444739269324495,3.1026351801707786,7.687837687516079,7.266228271721791,12.694647436727044,3.1026373540994,-0.005013781417246979,-0.003417893801109512,-0.001993347785932103
RbSbO2,4.0262,1.0215628889065718,7.76722824901096,7.896252855891086,8.551529244437278,6.8539026467045145,2.6711285000341187e-16,7.759284925512976e-17,6.33210293796448,0.6222913950804846,1.0409005073920514,0.8501272212845223,0.6222913950804846,1.650282905811147,-1.9261043506445137e-17,5.453181192912931e-17,0.22457258347796605
RbSc(MoO4)2,5.9744,2.0951710801386283,5.380773507120455,2.0951710811854007,2.0951710842636797,11.951978355912287,-2.0779768061248457e-09,1.1264524044825463e-17,7.526342236485462e-17,1.002680165154814,2.121757164043372,1.002680165655765,1.0026801671289278,4.359911159345423,-9.944515212569458e-10,-7.73307288193906e-19,2.5840310597635596e-17
RbSc(WO4)2,4.5119,1.8278426466211766,8.467809346061726,11.887073689159335,1.8777777932153037,11.638576555810541,1.1234117378441258e-16,-1.0503742861839229e-16,-9.934205508715802,1.3377808148669503,29.63998277161147,2.082244698641983,81.65760023299573,5.180103383196691,1.6110782044481857e-16,3.425255518474006e-16,1.69129251814558
RbScO2,5.642099999999999,1.8708392697816596,2.952904967762589,3.4939378092335436,3.4939378242725634,1.8708392697816596,-6.258644524914387e-09,-4.235087441327712e-19,3.1725077048971593e-20,0.6139303080308663,0.6420969460571695,0.6139303084286499,0.6139303110712019,0.6984302186716567,-1.0997252793963916e-09,0.0,0.0
RbTa(BO3)2,6.206300000000001,1.3079792861964121,2.316475747906257,2.1248901834464564,3.5165577740759026,1.3079792861964121,2.6608543272888115e-18,9.237203069140178e-21,1.7269918299273952e-19,0.5344962200594346,1.177175491033472,1.8673545136969472,0.5344962200594345,1.1296757393440349,1.5707818586094617e-18,-2.3370727574617467e-20,-9.118028700383921e-19
RbTa(GeO3)3,6.436999999999999,1.2951593413076208,9.12415380654232,13.038651034090478,13.038651044228864,1.2951593413076206,3.3061815570923637e-16,-4.177221713364691e-18,2.569934765189035e-18,0.4887122430645995,0.6517849463135771,0.7333212976529639,0.7333212982231677,0.48871224306459954,5.325372626071716e-18,9.84987027262446e-18,9.730224502992561e-18
RbTaO3,5.9054,12.566237940338283,18.286738984871874,22.015042686240438,12.566237940338278,20.278936328036902,-3.8812606734087253e-16,-1.7011496285466317e-16,0.47953150533983824,2.032696576274482,8.60021842228341,2.0535331467587192,2.893918106215902,20.853204013875605,2.9900729395061264e-17,-1.193434616029207e-16,0.6262226678847713
RbTlO,2.3529,0.9444920347211536,1.9116637990176795,1.6511658453317062,1.6208938334918328,2.4629317182294996,5.779455059309958e-18,-2.5382592419673866e-17,-1.0358771922033636,0.33569426316168216,0.4140097027318053,0.3502200044450439,0.4524528011804536,0.4393563025699186,-4.397143278999312e-17,-1.659543928518289e-17,0.03880422612744251
RbTlO2,2.3270999999999997,1.3640611579768673,2.073112836517909,1.3640611579768673,1.364061165341515,3.4912161862353437,1.840260480336056e-17,-7.174627546403338e-10,2.1657266584442413e-16,0.27479956118152915,0.30283485488598616,0.27479956118152915,0.27479956266518824,0.3589054408112411,2.83840506273086e-17,-1.445378052484564e-10,1.6480845662226766e-17
RbY(WO4)2,5.2105,2.5425073317422093,11.944738928748444,5.23178423320111,26.168643266783107,4.43378928626112,-4.5738107935353506e-17,-1.347377317632499e-16,2.2552562768860103,1.67902004930218,17.396840219162637,1.9517175129568152,47.505326615443785,2.7334765290873118,1.4563203632020008e-16,1.1911030163120988e-16,0.5362346571899288
RbYO2,6.0755,1.6118210287007184,1.7937192663218233,1.6118210305955774,1.6118210287007186,2.1575157396691744,4.313306117317405e-17,-5.497711173905343e-17,-6.628865969304295e-17,0.5471933529227306,0.5722609069023991,0.5471933535660115,0.5471933529227304,0.6223960142184555,3.1586302299988686e-17,3.424829046257492e-17,-6.861182349945596e-18
Sb2O3,3.005,0.667457716683439,1.089219471898147,1.145608203168371,0.6674577166834395,1.45459249584263,-8.5702282428096e-20,6.459670577070863e-20,6.216835552042824e-19,0.43486632547777526,0.5496611405660453,0.544927558556976,0.6691895376633844,0.43486632547777526,9.086138367347423e-22,-1.9626504020200487e-23,1.1307288203961147e-20
Sb2O5,2.0895,2.492480519679824,7.322725476575798,14.55690550887401,4.446977427971,2.9642934928823834,-1.0458876743727052e-16,-1.0777357350134161e-17,2.3858231753696595,0.22869500428622272,0.24287363382516433,0.23515438611258602,0.24347693908836737,0.2499895762745395,3.138331460867166e-17,-5.567669649409249e-18,-0.011728161462971023
Sb2PbO6,3.5384,0.4572641453104789,0.71850543648008,0.8491260817469081,0.8491260823828535,0.4572641453104789,-9.195479830112494e-10,-1.2069625676886096e-16,1.1494959157077949e-17,0.3714525587806763,0.4269464597046853,0.3714525590672077,0.37145255934540367,0.5379342607014446,-4.0225878085268854e-10,-3.3876296327420784e-17,4.735114544656313e-17
SbAsO3,4.6928,2.482723286754413,3.095988228835406,3.899000904362309,2.5760289599802264,2.812934822163682,-1.783054087733011e-18,-2.081808782922428e-18,-0.6838649038195224,0.5819185085058044,0.8779033042062941,1.3715522018082071,0.6802327349404238,0.581924975870251,-9.99098698576576e-19,-1.74972785436423e-19,-0.002259833815558817
SbO2,3.3429,1.5518030124508253,2.8615675706537895,1.5518030124508253,3.5124936644907625,3.5204060350197808,6.498262306071399e-18,2.5923284052340717e-19,-1.805345575926531e-20,0.43193727660014114,1.2943162043253948,0.43193727660014114,0.7181653480454856,2.7328459883305576,-2.0955510777041324e-20,6.703040587752649e-20,2.596746573318156e-19
Sc2Pt2O7,3.1181,1.6948106028542937,1.694810602854294,1.6948106028542944,1.6948106028542937,1.6948106028542937,-4.8915655325807456e-17,-3.920271972568254e-17,-3.7779130796769726e-17,0.9942692027822077,0.9942692027822077,0.9942692027822077,0.9942692027822077,0.9942692027822077,-9.436639602976176e-18,-2.9626179373846905e-17,-2.2584566844852848e-17
Sc2Si2O7,7.2357,1.7667422983789969,5.75262796600687,3.3612405407770956,7.988129766832152,5.9085135904113635,-5.485678740726718e-17,-1.502972154674396e-16,2.569834050198673,1.7075970416405075,2.0282204443988494,1.9767047213967313,1.7075970416405075,2.40035957015931,-1.0645895915303309e-16,1.3890455974439318e-17,-0.15239788998054854
Sc2Ti2O7,5.2777,0.6452925022286178,2.4569415506205137,1.3638135823185071,3.5468074730774153,2.4602035964656186,9.950069417818178e-17,3.885180024564585e-17,1.1419509094958036,1.9211953088095601,6.423879796583989,1.9506328246056044,5.6870204360652865,11.633986129081075,5.268626518863462e-17,1.8948762249526477e-16,-0.5347152823656741
ScAgO2,3.6181,1.4950842958718047,1.7699270637530706,1.4950842994714748,1.4950842958718054,2.3196125959159324,-4.431510331516539e-17,-1.8176469857140687e-20,1.1566792207340517e-20,0.3746696084710033,1.0410472105767583,1.3742360132839888,1.3742360099752824,0.3746696084710033,-1.0367867975088155e-17,1.8448970239719096e-24,-1.391875095204196e-41
ScAsO4,6.1395,2.0587492470640334,2.914999341338571,2.058749247064034,2.0587492470640343,4.627499529887645,1.1975819816802729e-16,3.512702907050649e-16,2.7107219470292547e-16,0.4489669075166719,0.5363643152111721,0.5800630190584222,0.5800630190584222,0.4489669075166719,-5.2571258791136894e-17,-1.0088306312844631e-17,-1.2462857223132058e-17
ScBO3,6.848000000000001,2.2459306970873514,2.7257486746631705,2.245930705945293,2.245930697087352,3.6853846209568673,1.5000906672824842e-17,-1.4843270623471816e-09,7.22155726278061e-17,1.4732978945963948,1.474118010989333,1.4745280720935685,1.474528066278035,1.4732978945963957,2.7125093351949488e-17,-9.745099817219573e-10,-1.968515906619498e-17
