,band_gap,min_p_mass,ave_p_mass,p_mass_xx,p_mass_yy,p_mass_zz,p_mass_xy,p_mass_yz,p_mass_zx,min_n_mass,ave_n_mass,n_mass_xx,n_mass_yy,n_mass_zz,n_mass_xy,n_mass_yz,n_mass_zx
CaTiO3,3.4720999999999997,1.2805784344504962,1.5417886824986364,1.7684287280267648,1.280578434450496,1.5763588850186483,-1.3767154651748934e-18,-6.541172105279587e-21,6.633601482754111e-20,0.6338922515051588,0.6525945048175809,0.6369166447587269,0.6338922515051588,0.6869746181888567,4.263479816133889e-20,-8.706874593450332e-20,-1.9672023750052191e-19
CaV2O6,4.9144,4.364337569750973,6.906535348521122,10.228210125402914,5.22995340362394,5.261442516536513,-2.584149098717282e-17,3.6299268005320145e-17,-2.2935799696098056,3.291267866812852,8.70903961655562,13.051242479230588,3.291267866812852,9.784608503623417,-9.95517772832965e-17,-4.218222908964979e-17,-3.4551471920677828
CaWO4,6.2078,2.174957304791358,8.38304714623265,2.175221509592284,2.175537498400077,20.798382430705594,-0.0003884454661260304,0.002051010242469602,0.007402280222160859,3.1448374254965548,4.018077382801277,3.14520849485491,3.1598390776181784,5.749184575930742,0.0023531915763665805,-0.0006411441399473466,0.0021487085440213094
CaYBO4,7.2882,2.071068999170954,3.982260183209252,4.686472281027604,5.189239269429197,2.071068999170954,1.0282673572870353e-17,-1.0411034370924726e-19,5.6188148492387e-19,0.42527664811564525,0.6732498232292027,0.8285059985202377,0.42527664811564514,0.765966823051725,-1.376804858657959e-19,1.65963995540281e-20,-1.2003551529195752e-20
CaZrO3,6.100200000000001,1.4588522567727207,3.851596365551907,5.812139018769399,1.4588522567727211,4.283797821113601,-6.424510670875402e-18,-1.0744003006976581e-19,-3.3199055870063396e-19,0.72291670969207,0.8615979929234486,0.7889307491118333,0.7229167096920699,1.0729465199664425,1.0445144231578083e-17,8.024819610271191e-22,4.199488735832815e-21
Cd(AsO3)2,4.5475,1.242493346848552,1.5196217287361196,1.6581859204588596,1.6581859189009476,1.242493346848552,-1.961859398062846e-09,3.300143257177122e-17,-4.14162442807074e-17,0.26263707333362374,0.28541210842334297,0.262637073791334,0.26263707354457916,0.33096217793411575,-3.107353270141444e-10,-8.26963898258923e-18,6.343945723928226e-18
Cd(GaO2)2,3.7634,1.3264344405598463,1.3264344405598463,1.3264344405598465,1.326434440559846,1.3264344405598465,-2.5990585301534837e-17,6.7698623668053115e-18,2.933150823093534e-17,0.23275085808805596,0.23275085808805607,0.23275085808805607,0.23275085808805607,0.23275085808805607,-1.3013255711132968e-17,-9.86836161689298e-18,1.501075566719953e-17
Cd(SbO3)2,3.9088000000000003,1.677693912024527,4.19037921852163,5.446721867222901,5.446721876317463,1.677693912024527,-5.956760371711526e-09,-6.866526051670004e-17,-5.662814674546026e-17,0.23987036241413726,0.2626072760397507,0.23987036254391106,0.23987036294443018,0.308081102630911,-2.6233216017742214e-10,-1.1763922514997364e-17,-1.4268193593280366e-17
Cd2BiAsO6,3.5425,4.316346605407728,17.90175822964385,44.829150098530505,4.316346605407729,4.559777984993314,4.691957948383466e-17,-5.689249465010315e-19,-6.935771219567511e-20,0.4328102839987194,0.8384194736508773,1.1876204932292513,0.8948276437246613,0.4328102839987194,-4.0579894127577566e-17,0.0,0.0
Cd2GeO4,3.1753,1.161727382240941,3.781974639105657,6.134502529851865,1.1617273822409409,4.049694005224163,-1.2705982209232427e-18,1.8851858049743642e-17,1.7498892312901207e-18,0.2210683275049958,0.28087773166752866,0.38880818318339366,0.23275668431419655,0.2210683275049958,7.116887033181758e-23,1.0074383278312519e-18,3.0814889810481328e-40
Cd2Sb2O7,2.3010000000000006,3.034513004165512,3.034513004165513,3.034513004165513,3.034513004165513,3.034513004165513,1.4532822529323369e-16,-1.4082476418934804e-16,-6.741686159543016e-18,0.22662719559790725,0.2266271955979073,0.22662719559790734,0.22662719559790734,0.22662719559790725,4.2920464836800967e-17,-2.7903273133268344e-17,2.5475192619268558e-18
Cd2SiO4,3.8669,2.2278766068737217,2.7343498743299706,2.2278766068737217,3.5705642611746655,2.404608754941526,4.136062446873678e-17,-7.598354685107795e-17,1.9397870337144708e-17,0.2879284110309319,0.31462171971222347,0.3071655756721031,0.3487711724336353,0.287928411030932,1.2635781447591466e-16,-3.0484244072515506e-17,6.010799550845408e-17
Cd2SnO4,2.0394,1.6057316362092802,10.165109148145037,1.6057316362092802,26.463541986614352,2.426053821611476,-3.702114610667946e-18,1.6784179415521318e-18,2.9795140767819373e-19,0.19607381782153555,0.21952492699693926,0.19607381782153555,0.2556444922119222,0.20685647095736007,1.2612772575893607e-21,1.703510953321361e-61,2.6482194482513146e-41
Cd3SiO5,2.9295999999999998,1.178361223734513,1.6835332132885945,1.1783612237345134,1.1783612237345134,2.6938771923967564,-9.267665297283387e-19,-6.305316257446134e-19,-2.741840389493385e-19,0.2438859616350954,0.25516108149239836,0.2438859616350954,0.2438859616350954,0.2777113212070042,0.0,0.0,0.0
CdAuO2,1.9125999999999999,0.9180455839707957,1.734363329316723,1.410514534772099,1.5313015837058435,2.2612738694722267,0.17840595581008573,0.9068301280075312,0.2320756806432927,0.2337547103872859,0.6572912094647835,1.0430650610226282,0.6935164366472583,0.23529213072446403,-0.4216424270359264,-0.020932418413002616,0.03491247230655188
CdBiO3,1.5419999999999998,3.2038292423217234,3.2155349835660267,3.203829255117132,3.2038292423217225,3.238946453259225,-3.1150488538073853e-16,-2.164751738138329e-09,9.645816868461283e-17,1.5042229222982395,3.301157881531134,4.199625369533783,4.199625352761379,1.5042229222982395,3.3527042023093927e-16,-2.837587848489451e-09,-2.574497987886227e-16
CdIn2O4,2.7218,4.697285596734616,4.697285596734616,4.697285596734616,4.697285596734616,4.697285596734616,-1.1073434306070216e-16,-9.241905305466452e-17,-1.0195739006989333e-16,0.21892193481248573,0.21892193481248579,0.21892193481248579,0.21892193481248579,0.21892193481248573,4.916223037431176e-17,-1.2130760675038872e-17,-1.4556755061806095e-17
CdSnO3,2.9760999999999997,1.998574849675935,4.967645071828035,6.452180176251455,6.452180189556717,1.9985748496759348,-5.48188891532732e-17,-7.309597883580577e-18,-3.9451170033785764e-17,0.19765415359037994,0.20561204228026686,0.19765415359037994,0.19765415399796946,0.22152781925245116,-2.566483509301529e-18,1.7707012245465408e-17,-3.120026984111761e-17
CdWO4,4.4987,1.0961602293711024,2.181856269033901,1.215168148904167,3.5705808154080447,1.7598198427894909,2.0070360376507024e-18,-3.0086387908680453e-18,-0.28103513992211065,1.376730907334205,1.957597974135999,1.981240768331037,1.9816510848892859,1.909902069187674,-1.3949393384980665e-19,1.509554597883042e-19,-0.5677210802317982
CrCdO4,3.8327,1.242478407146068,1.4665874734799706,1.242478407146068,1.6163915927705306,1.5408924205233134,-2.8118028114924396e-17,7.506633504861944e-21,-1.0174118224507877e-21,1.3760106403293229,3.3732528028289974,6.651837642885236,1.3760106403293229,2.0919101252724324,-3.36789076986917e-17,1.487535833207644e-19,-1.0339502253685961e-19
Cs12Sn2As6O,1.6458,0.8348849106576597,0.9431634440833173,0.8348849114900246,0.8348849106576595,1.1597205101022676,-2.1381509369159297e-17,1.1845719701516372e-17,-1.2845936075490221e-17,1.3122117538407299,1.6584860660108742,1.312211755148981,1.3122117538407294,2.3510346890429124,-3.263510698748521e-17,4.507941579740638e-18,1.3509011674265211e-17
Cs2Al2As2O7,6.2103,1.8181525868701267,20.902557746749824,5.285914404288806,1.8181526412957638,55.603606194664906,0.0003657519402273864,0.0009238288462696452,0.005197492082199418,0.5493960483197569,1.2437465315558498,0.5494108889472397,1.0002067930402043,2.1816219126801055,-0.0025485627488040052,-0.0009680396900334377,0.0008460319265962582
Cs2Al2Sb2O7,5.8152,6.2616806834273575,15.04761149732021,6.2616806925276975,6.261680683427362,32.619473116005565,1.4413660804172652e-16,2.3945907382365113e-16,-7.043729907009061e-17,0.7633914659613799,1.0301834201912974,0.7633914670708447,0.7633914659613795,1.563767327541668,-8.674826471067466e-17,-1.0386645560456859e-17,6.618658250050334e-17
Cs2BeO2,5.4793,1.7461920354919915,14.750784558553553,32.3416351065371,1.7461920354919915,10.164526533631564,3.1196774134596725e-18,-3.6868321915718364e-18,-0.14567968262887795,0.3875109114062558,0.4258125921791964,0.4044503862630396,0.4298546404133728,0.4431327498611768,7.592214854647328e-18,4.408915786226823e-19,-0.030695353622253955
Cs2CeO3,4.7894000000000005,2.3112310993341825,6.481867892726491,6.3411220577386755,10.793250521106614,2.311231099334183,1.5551787571926478e-16,-1.785134349659927e-17,1.085927223377384e-19,5.2020476016671315,62.02758457673311,140.82789604562717,40.05281008290505,5.2020476016671315,-8.667995225725469e-16,1.492053857820849e-17,-9.189759844661668e-17
Cs2CrO4,5.858499999999999,3.6461945718987554,51.34199059011993,3.6461945718987554,6.059154343425454,144.32062285503557,7.15930318030185e-18,-1.6787537240258392e-18,4.817233256210914e-18,3.9349086926138535,12.2747929780011,3.9349086926138535,20.890322875570842,11.999147365818606,3.1410883812279477e-19,-3.065385971728954e-18,5.669888514057307e-19
Cs2HgO2,4.5877,1.4823245982012112,1.615977145354622,1.4823904520985431,1.482390452098543,1.8831505318667798,6.585389733182042e-05,-0.0008155695977608622,-0.0008155695977608375,0.5238759567689576,1.084016931712326,1.3640874173476085,1.3640874173476085,0.5238759604417611,0.00014240758253537074,-3.928393207983208e-05,-3.928393207978558e-05
Cs2Li2GeO4,6.633,2.806389751395526,14.853132110734713,3.274109444953311,36.440431906232035,4.84485498101879,2.594240682237662,-2.7273471575301245,0.4870253410886916,0.3958267826826499,0.43164542318815896,0.4285844183407607,0.450605748549606,0.41574610267411016,-0.029640809341267116,0.007755150347075511,0.013542808633751681
Cs2Li2SiO4,7.1286000000000005,2.4384306534890023,8.558921890773123,3.4326288380034904,19.3461199068074,2.8980169275084773,3.1045558145676977,-1.248711125671196,0.16544901154879038,0.38302664723823787,0.5696222712478248,0.5451850481331006,0.5989208831872823,0.5647608824230915,-0.13589231345908964,0.09125335151603717,0.04729715465567966
Cs2Li2TiO4,6.7983,2.8291395115894455,8.916683367830386,3.1457993235629194,19.700040033168374,3.904210746759861,1.830330821840771,-0.02431069050674583,0.3536590880135866,0.4711464300230164,0.715831612946428,0.6581155182244193,0.6832358464095202,0.8061434742053448,-0.13849600714909077,-0.016206189851664454,0.19007586641621305
Cs2Li3GaO4,6.6743,4.126586379874019,5.205006408371056,5.771216009970276,5.717207384608063,4.12659583053483,-0.00469926128582977,-0.001064173140099217,0.003794159485754831,0.3347580315348737,0.46541244907837126,0.5600356567838446,0.5014416683219528,0.33476002212931644,-0.0001578431931445291,-0.0005652661717371452,-0.00012825993014240947
Cs2NaAsO4,7.241,3.2319261854500843,17.415383794043443,21.111405601507744,3.2319261854500843,27.9028195951725,5.326101707441932e-18,-8.348651792685192e-18,-10.013260489553105,0.37095077377080693,0.4192490358932859,0.3784983703869954,0.3905209642672892,0.4887277730255729,0.0,0.0,0.029814984169710776
Cs2NaVO4,6.7461,5.761654814004699,9.95141984090108,6.581718610590773,5.761654814004699,17.51088609810777,-1.4628803919038356e-17,1.2029826078384252e-17,-1.372312735436949,2.485444154852027,3.3282824637259147,3.3135721273764487,3.339419124508792,3.3318561392925043,1.881596706330604e-18,1.1980454769339683e-18,-0.8372200670045271
Cs2O,2.3871,3.2930678347497455,3.355116603930552,3.293067836293068,3.2930678347497455,3.4792141407488417,1.598094571598529e-17,1.0526650792251062e-16,5.303229752738921e-17,0.40252752776477646,0.41360137459844365,0.4025275279534242,0.40252752776477646,0.43574906807713026,5.176191607831535e-18,3.582558449992683e-17,3.268282897166612e-17
Cs2Pb2O3,2.8317999999999994,0.4094453126313255,0.4094453126313256,0.4094453126313256,0.4094453126313256,0.4094453126313256,3.302391770387062e-17,-6.137852011808503e-17,1.2364188866623409e-17,0.7103919218438207,0.7103919218438209,0.7103919218438207,0.7103919218438207,0.7103919218438213,4.7846889390773184e-17,1.1428868583070622e-16,8.924901107058061e-17
Cs2PbO2,3.3920999999999997,1.1468748952321843,13.293927277430777,3.713569430784504,1.2932604883559917,34.87495191315184,0.6084442896065461,0.2536481972934895,-0.06637957611470553,0.3910379132391747,0.9495187423693614,1.159197090941006,0.7666158947730383,0.92274324139404,-0.3182030354285019,0.40231742987326036,-0.11674179078879862
Cs2PbO3,3.5694999999999997,0.833934331857223,55.25831172565565,54.220533457752204,110.72046738735752,0.8339343318572229,-1.2548496845024332e-15,5.122303628905765e-17,1.3279411985122015e-17,0.3552371649979434,0.5382965153170053,0.5735369829591541,0.6861153979939186,0.3552371649979434,3.242947688454784e-17,6.3535737613264055e-18,-1.0793820686477867e-17
Cs2Sn(GeO3)3,5.6480999999999995,2.00457175974161,5.144520181440741,6.714494389751674,6.714494394828936,2.00457175974161,-5.293178791485383e-09,7.903556310678582e-20,-5.440486738452474e-19,0.4090411583546996,0.42469995719203,0.40904115855767215,0.40904115886697473,0.4560175541514433,-3.2245584542171295e-10,0.0,0.0
Cs2SnO3,5.1392,3.336425439367191,9.266421452146178,19.999576768430973,3.3364254393671904,4.46326214864037,-1.7792266714464233e-17,-4.746884042077217e-19,3.456938346969471e-18,0.3030063466492303,0.3944255709837226,0.3975444921949841,0.4827258741069534,0.3030063466492303,-8.544548082702045e-19,8.533729927373078e-22,-7.010895588010729e-23
Cs2SrV4O12,5.0998,1.9611192503953876,3.3851798508100135,4.097210151017326,4.097210151017326,1.9611192503953876,1.0653074383532366e-18,1.8124353093184414e-18,-3.8571182777230977e-19,3.1732924499256643,3.7103427647174883,3.9788679221134005,3.9788679221134005,3.1732924499256643,4.1687006461107e-18,-5.739371080516736e-19,1.6581636978411774e-19
Cs2Ti(GeO3)3,5.3857,2.4211857585393046,9.149512183140738,12.513675386295757,12.513675404587152,2.4211857585393046,-1.0015935248045281e-08,-2.267589668150185e-19,1.0888803266941484e-19,0.6240867016314021,1.8303279673083235,2.433448598368283,2.4334486019252854,0.6240867016314021,-1.9477301810469586e-09,-1.4873452752698903e-22,-1.441938998479115e-20
Cs2Zr(SiO3)3,8.3378,2.5972344065168977,5.501144214210289,6.953099123618513,6.9530991124954555,2.5972344065168977,5.568733562453023e-09,-2.504317214898976e-20,-4.06906664607171e-19,0.5895439732996282,1.030660332966449,1.2512185138006635,1.2512185117990553,0.5895439732996282,1.0021003607915844e-09,1.8528482560051333e-21,1.4994588795188994e-21
Cs2ZrO3,6.411200000000001,2.411275082910025,5.350901435962967,9.743658181703147,3.8977710432757315,2.4112750829100245,-3.05761146606037e-17,-3.8267283414893735e-19,7.8911108594459375e-19,0.6283545985121037,1.2525763944912855,0.6283545985121037,2.4659713576355413,0.6634032273262117,-4.401963703959798e-17,-2.3557221020473418e-20,-3.362305722023676e-19
Cs3AlGe2O7,6.7513,9.189453331818395,19.17013705540013,28.8899110710099,13.310083066062495,15.31041702912799,3.5913292274481736e-16,-1.8778467599670457e-16,-10.981155979311698,0.37641823895386606,0.41089858483183433,0.40751432951393357,0.41444395313818516,0.41073747184338427,-2.5007235913855035e-17,-6.142401607060142e-17,0.03266793494980215
Cs3AlO3,5.0683,8.567770721076366,26.87848579951969,20.974811479333734,48.96223587020852,10.69841004901681,-3.304759835101159e-17,1.104022725516107e-17,-5.141490929964107,0.4565939625194148,0.4807316460865445,0.5065857965868741,0.46586597274628516,0.4697431689264742,-5.947517255725018e-21,2.786687215250973e-22,-0.02563889515600244
Cs3As5O9,5.4933,2.695078571017187,5.691484831509132,2.6950785728182516,2.6950785728936832,11.684297348815461,-1.8383939246655027e-09,-3.336345257671024e-17,-1.2793293640927896e-17,0.4931312098711223,0.7056035575324072,0.49313121020067163,0.4931312102144733,1.1305482521820764,-3.363795274272595e-10,9.33042361401221e-18,-4.1120599326927946e-18
Cs3AuO,2.8615,11.835140338685532,14.867179076972308,11.835140362602555,11.835140341961859,20.931256526352513,8.852116009625683e-09,3.1332317962603095e-18,3.22510515358274e-18,0.40432926184597645,0.7899799977825893,0.40432926266306435,0.40432926195790714,1.5612814687267964,3.024188890596444e-10,-5.328028999336025e-22,-6.95565737956177e-22
Cs3BiO3,5.172,5.949208414617951,5.949208414617952,5.949208414617952,5.949208414617952,5.949208414617952,5.023712301613138e-18,4.467891553887226e-18,-1.7079196632883692e-18,1.6881807142324226,1.6881807142324228,1.6881807142324226,1.6881807142324226,1.688180714232423,-1.3331109662182925e-18,-4.669008922791434e-19,5.044490662021202e-19
Cs3GaO3,5.2515,10.412802557633812,18.38745050347737,26.957777584222768,10.412802557633812,17.791771368575542,-1.491227970842901e-17,-2.2003304754269563e-17,-2.881362484788175,0.3071429222157191,0.38020397157764885,0.3799704855202841,0.3071429222157191,0.45349850699694333,0.0,0.0,-0.0179557238619184
Cs3InO3,4.5583,10.933139746573831,14.613599330953614,11.74448383623771,11.843744792098471,20.252569364524657,-1.2699102150749385e-17,2.382630089524032e-19,-2.7497752889214264,0.3802647320695916,0.4597529581663731,0.5399436921191083,0.3802647320695916,0.4590504503104196,-1.8427266927410083e-21,6.644048161095435e-23,-0.01946795424872725
Cs3SbO3,5.2516,3.377766589572107,3.3777665895721065,3.377766589572107,3.377766589572107,3.377766589572107,-1.6383836889146297e-18,9.744993015693961e-19,-1.679372062629692e-18,2.237706405383869,2.237706405383869,2.237706405383869,2.237706405383869,2.237706405383869,-1.5641979610830309e-19,-5.87481417220301e-19,-6.543446149973224e-20
Cs3ScO3,5.2548,5.446675074692153,7.562269229764471,7.06445826415432,5.446675074692153,10.17567435044694,-5.130800741258351e-19,3.3026197207595567e-18,-1.2131236244964336,0.4431677703640154,0.4698054650099219,0.45371415350945926,0.4431677703640154,0.512534471156291,-1.1218804024373145e-20,3.3118976446457495e-19,-0.01594805795222636
Cs3TlO3,3.8259999999999996,8.28970952758334,17.05623252439339,33.985806790484965,8.890199552696705,8.292691229998498,-1.880386082651642e-17,1.2093387402819626e-18,-0.276799774690854,0.45891720244645706,0.5131341270150047,0.5669587439789575,0.45891720244645706,0.5135264346195997,-1.3821229224249957e-22,4.888168206175969e-24,-0.02005168760003543
Cs3YO3,4.7884,6.99721659600273,9.768222795324343,8.13639350743343,7.413377282956169,13.754897595583431,-1.2041564813507419e-17,9.704870117882706e-18,-2.7745619779590935,0.4614085951622892,0.48519401335942886,0.5045887428034029,0.4614085951622892,0.48958470211259464,2.680763729189246e-23,6.14365694130259e-22,-0.020065866663730416
Cs6Ge2O7,5.9444,1.7242477447125062,3.4258628145583265,4.459179286662441,2.106944738145429,3.711464418867109,-1.143502986650456e-19,-2.2366813148758863e-18,2.331287533281613,0.4059407486046789,0.4704081682257107,0.4059680404453176,0.5370651568342892,0.4681913073975253,-5.950712719500651e-23,-1.3656982468955974e-22,0.0013034309840744133
Cs6Si2O7,6.322900000000001,1.7423110912899928,3.744206461191679,4.164566079183847,2.5802976026638773,4.487755701727314,6.342049248213599e-18,5.8646018643670556e-18,2.5787917522782062,0.34968442503347474,0.39663124036823105,0.3497212540719831,0.45933484771285565,0.3808376193198543,-3.448644641072693e-22,-3.0078092487099244e-20,0.0010711406032974417
CsAgO,3.4565,0.9998640573896563,5.398394311587939,7.597659378797618,7.597659378797619,0.9998641771685791,-0.0018307579242474524,-0.0006285131387437385,-0.0006285131387437703,0.3149025138583737,0.5928607185070828,0.316499373691182,0.3164993736911818,1.1455834081388847,-0.0015948205255538954,0.0009203297163632477,0.0009203297163632281
CsAgO2,3.5284,1.4499642424307075,3.668373106124004,4.40064352074693,5.154511555194375,1.4499642424307075,-1.5434368892435055e-16,2.474337751859813e-20,-1.5281539849820098e-19,0.9463160948326188,21.05748249087265,5.526041423184704,56.70008995460063,0.9463160948326189,6.631643114206715e-16,4.13477209315628e-18,3.9260553027003767e-19
CsAlSiO4,8.466000000000001,1.7149492010553962,6.64862277693701,1.7149492010553962,4.7482845602580666,13.482634569497566,-2.853846123457154e-18,-5.226810192081581e-18,-8.270712730574664e-19,0.4280430361369533,0.532628277055952,0.6073961726313303,0.5624456223995722,0.4280430361369533,-1.1186866842825477e-17,8.122116373447893e-18,-4.9984663509317375e-18
CsAuO,3.1242,1.8026321569439512,113.7356107219049,169.7020996759117,169.7020996759117,1.8026328138913141,0.035067510015216886,0.007427117541901685,0.007427117541901535,0.25114680056254135,0.4623255811125017,0.25132327669967974,0.2513232766996797,0.8843301899381458,0.0001764761371384107,0.0008391837387867676,0.0008391837387867555
CsAuO2,4.3754,0.8276413377682189,11.70708845977238,4.928703924837968,29.36492011671096,0.8276413377682189,7.192893969853932e-16,4.460539935037563e-19,1.5913455573288433e-19,1.0280936878090066,8.767406308119229,4.501883201836045,20.772242034712633,1.0280936878090068,-3.84773584826403e-16,1.7224931330866857e-18,-7.740656466785011e-20
CsBO2,7.4688,6.025774156201514,8.29577046316418,9.4307686243818,9.430768608909224,6.025774156201513,-2.9403371723916956e-17,-1.138328993111233e-08,-1.0850543098612441e-16,0.38839149797900285,0.5237954313158942,0.5914973984695595,0.5914973974991204,0.38839149797900285,9.729129269845032e-18,-7.139593962782656e-10,-3.200417848231755e-17
CsBeAsO4,7.6227,2.282596307923885,6.9094250990859365,2.282596307923885,3.4831526862395674,14.962526303094355,-2.4437961175051394e-18,1.5256522197895475e-19,1.5063667653665048e-17,0.47729113568325365,0.5871440179289452,0.664848667686688,0.6192922504168941,0.4772911356832535,1.1188771112428596e-18,-1.4540323512785156e-22,2.676665048013334e-18
CsCdBO3,4.7633,2.230086962442493,2.2300869624424937,2.2300869624424937,2.2300869624424937,2.2300869624424937,1.342927609193823e-19,5.348525119382118e-19,3.019273264752501e-20,0.3161080197796369,0.3161080197796371,0.3161080197796369,0.31610801977963726,0.31610801977963704,-6.957248930666203e-20,0.0,0.0
CsCu3O2,3.3693,0.7443375968152919,2.9064854377778153,0.7443375979935968,0.7443375974319454,7.230781117907903,-8.524123470388866e-10,1.2628020063008356e-17,-4.551151089545244e-17,0.503052563236556,0.5281919882307617,0.5030525640329007,0.5030525636533146,0.57847083700607,-5.760937062015218e-10,1.1636266203343113e-17,9.816330970505136e-18
CsCuO,3.1835999999999998,0.3606262624128425,3.252275773874281,5.831235140289908,3.564965918920093,0.3606262624128425,-7.281270052211184e-17,9.152563215996063e-18,7.2674692144564e-20,0.48599627752250596,1.4083289514387822,2.788071147094323,0.9509194296995175,0.48599627752250596,5.106372941543315e-17,-8.245611132571714e-18,3.727638008264206e-17
CsCuO2,3.765,2.480657540251203,2.8263779129076116,2.9773959760618594,3.0210802224097733,2.480657540251203,1.904616957162558e-17,8.72644131781213e-18,-2.911850508112423e-17,0.7195142452962133,18.52997516051852,6.3655110909311565,48.50490014532819,0.7195142452962133,-5.017629498217932e-16,1.1633166592453711e-18,2.57038000268657e-18
CsK2AuO2,4.3199000000000005,10.4682590258061,13.375212072122508,14.825815713442475,10.468259025806102,14.831561477118942,1.0954526555309879e-17,1.3065467120168961e-18,7.668216548827078e-18,0.6105372340834117,2.2287482435639134,3.4946697951813737,0.6105372340834114,2.5810377014269554,8.368107972430757e-19,-3.595667815824925e-19,-1.5113349271408053e-18
CsLa(WO4)2,5.3087,1.673116113204855,6.566373860349064,3.9599674791363126,12.565789747289491,3.1733643546213868,1.167900644062849e-16,6.022036951282076e-17,1.852253962101218,1.9150051929723613,10.013163313710564,1.9550155529512565,25.720201157936675,2.364273230243761,2.3336839685576474e-16,1.0987645907759522e-16,0.13407227863447435
CsLaO2,4.8801000000000005,1.8785260330817113,1.9200859060230968,1.8785260342904644,1.8785260400530959,2.0032056437257295,-2.90287461511124e-09,-1.6267961199324566e-19,-1.5908995999758028e-19,0.5127666562142031,0.5464533172651067,0.512766656544147,0.5127666581171276,0.6138266371340454,-7.923751302320052e-10,0.0,0.0
CsNa2BO3,7.0503,1.1332896252403049,12.223875018243115,1.1332896252403049,16.727648290561795,18.81068713892725,-1.3317767612871207e-17,3.899481734295535e-19,-4.577715179614326e-19,0.3014895732006015,0.4281510914560416,0.4710882575772672,0.3014895732006015,0.5118754435902559,-9.981140688755917e-18,0.0,0.0
CsNaTiO3,5.7097,0.5714021974473578,24.39665092157445,54.79680520115215,17.821745366123853,0.5714021974473579,4.901708140841467e-17,-4.100461966515066e-17,7.19422700035197e-18,0.9344604811641041,2.8435499344477297,2.3739973347816963,5.222191987397389,0.9344604811641042,-6.899706294073107e-18,6.147569313849089e-18,3.655241147302745e-18
CsNb2BiO7,3.9603,4.051270412714501,35.789178480482185,99.17089036465825,4.1453746640738185,4.051270412714501,-1.3449908610206362e-16,1.2359815050777482e-17,6.325149782972497e-18,0.5159728818739908,2007.7778947770778,6022.072810204493,0.7449012448663396,0.5159728818739908,2.241504442860111e-16,-1.1234260652125939e-17,8.502694859188053e-17
CsSbO2,4.3233,1.19209087180937,10.777334482330945,13.007143240737127,13.502834279615659,5.822025926640049,8.737494456642927e-16,5.569739991079891e-16,7.3961425849938065,0.8932692436183495,1.1233537210738802,1.2082219906703504,1.131639687093106,1.0301994854581842,9.493047762982332e-17,1.1406479480131113e-16,0.20766934251822242
CsSr2Ta3O10,3.8296999999999994,2.1696871354797387,2.299914797279125,2.1696871354797396,2.1696871354797396,2.5603701208778955,2.0002531001886263e-18,2.232731198669019e-19,-2.566613946677504e-19,0.32612696668152286,32630.40438116582,0.32612696668152286,0.32612696668152297,97890.56088956409,-1.8214183181010938e-19,1.490245241276247e-15,4.2296982544702935e-17
CsTa(BO3)2,5.8651,1.2906265792397664,2.973853828791284,2.1800561813254156,5.45087872580867,1.2906265792397664,-1.5383626580992714e-18,-7.010916866618244e-19,2.9574590344673845e-19,0.4478730732273486,0.849292059393413,1.20603429098819,0.4478730732273486,0.8939688139647006,1.8302095795276926e-18,-3.393180083389609e-20,-3.2373807290260795e-19
CsTlO,2.5875999999999997,0.7323732867620176,3.3260316640645358,0.8216750168188314,0.8083905517531773,8.348029423621599,1.5134326854534273e-17,-5.776963008263413e-18,0.8246764629473479,0.3080764774644966,0.40657702139460566,0.42600625085292326,0.4141642409802134,0.37956057235068036,-5.476114320591594e-17,-1.2355765341670054e-17,0.09181559296113295
CsY(WO4)2,5.0039,1.0832065558676662,3.3124642403103164,3.9399334443507055,4.819517716759986,1.1779415598202576,-2.5824435091684797e-17,-9.901686517572138e-17,0.520223060880537,1.5314339221702813,30.493340606181008,1.7082952386112946,87.47752772576284,2.2941988541688874,3.893976971204971e-16,1.781446467845083e-16,0.3672922678308275
CsYO2,4.869400000000001,0.7140816345700723,1.9245728428324156,2.5298184489982662,2.529818444928908,0.7140816345700723,3.107726312828327e-17,2.3495382684713054e-19,-6.205448425673552e-21,0.4043044165465193,0.48848847503992854,0.4043044171968661,0.40430441654651944,0.6568565913764002,2.0145701629863167e-17,-6.582913205851472e-19,2.5579351773392823e-20
Cu2PbO2,1.3037999999999998,1.0124393444954085,2.1547807815271156,3.0055560094116918,2.433288265196191,1.0254980699734637,2.7380274993605035e-17,5.100982163243755e-18,0.16133060271652905,0.2783035897074736,0.41784884821743723,0.4035139210467112,0.418041249856516,0.4319913737490845,2.181425637933622e-17,-2.514123608096551e-17,-0.1387202161281595
CuAsPbO4,3.6323,2.7358453050764684,8.263754747904175,5.666758874875995,4.165459823054534,14.959045545781999,-2.0075022329630734,-1.8010981080866715,1.47362864291108,0.5320778760813883,0.898513826017154,0.6199706067698572,0.5807096787318244,1.4948611925497801,-0.060836035460520826,0.08595045949967353,-0.009744269831063378
Ga2O3,4.77,1.9734601640091207,3.4570291740164456,2.915796041839439,5.043860328203276,2.4114311520066214,8.637049947998086e-17,3.581477368630796e-18,0.6424295879229385,0.23149093594243872,0.2593583922133506,0.27688713515240904,0.2696147815987721,0.23157325988887065,-6.417601595275186e-18,1.413163612616173e-17,0.0019331824207702256
